id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jenis_pekerjaan,jumlah_penduduk,satuan,semester,tahun
18343,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230004,COBLONG,32.73.02,COBLONG,32.73.02.1003,SADANGSERANG,NELAYAN,0,ORANG,2,2022
18344,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230004,COBLONG,32.73.02,COBLONG,32.73.02.1003,SADANGSERANG,AGAMA DAN KEPERCAYAAN,1,ORANG,2,2022
18345,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230004,COBLONG,32.73.02,COBLONG,32.73.02.1003,SADANGSERANG,PELAJAR DAN MAHASISWA,5949,ORANG,2,2022
18346,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230004,COBLONG,32.73.02,COBLONG,32.73.02.1003,SADANGSERANG,TENAGA KESEHATAN,63,ORANG,2,2022
18347,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230004,COBLONG,32.73.02,COBLONG,32.73.02.1003,SADANGSERANG,PENSIUNAN,498,ORANG,2,2022
18348,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230004,COBLONG,32.73.02,COBLONG,32.73.02.1003,SADANGSERANG,LAINNYA,12775,ORANG,2,2022
18349,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,COBLONG,32.73.02,COBLONG,32.73.02.1004,DAGO,BELUM BEKERJA,6491,ORANG,2,2022
18350,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,COBLONG,32.73.02,COBLONG,32.73.02.1004,DAGO,APARATUR PEJABAT NEGARA,741,ORANG,2,2022
18351,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,COBLONG,32.73.02,COBLONG,32.73.02.1004,DAGO,TENAGA PENGAJAR,398,ORANG,2,2022
18352,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,COBLONG,32.73.02,COBLONG,32.73.02.1004,DAGO,WIRASWASTA,2277,ORANG,2,2022
18353,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,COBLONG,32.73.02,COBLONG,32.73.02.1004,DAGO,PERTANIAN DAN PETERNAKAN,4,ORANG,2,2022
18354,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,COBLONG,32.73.02,COBLONG,32.73.02.1004,DAGO,NELAYAN,0,ORANG,2,2022
18355,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,COBLONG,32.73.02,COBLONG,32.73.02.1004,DAGO,AGAMA DAN KEPERCAYAAN,3,ORANG,2,2022
18356,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,COBLONG,32.73.02,COBLONG,32.73.02.1004,DAGO,PELAJAR DAN MAHASISWA,7755,ORANG,2,2022
18357,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,COBLONG,32.73.02,COBLONG,32.73.02.1004,DAGO,TENAGA KESEHATAN,109,ORANG,2,2022
18358,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,COBLONG,32.73.02,COBLONG,32.73.02.1004,DAGO,PENSIUNAN,556,ORANG,2,2022
18359,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230006,COBLONG,32.73.02,COBLONG,32.73.02.1004,DAGO,LAINNYA,16820,ORANG,2,2022
18360,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,COBLONG,32.73.02,COBLONG,32.73.02.1005,SEKELOA,BELUM BEKERJA,5021,ORANG,2,2022
18361,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,COBLONG,32.73.02,COBLONG,32.73.02.1005,SEKELOA,APARATUR PEJABAT NEGARA,530,ORANG,2,2022
18362,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,COBLONG,32.73.02,COBLONG,32.73.02.1005,SEKELOA,TENAGA PENGAJAR,267,ORANG,2,2022
18363,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,COBLONG,32.73.02,COBLONG,32.73.02.1005,SEKELOA,WIRASWASTA,1949,ORANG,2,2022
18364,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,COBLONG,32.73.02,COBLONG,32.73.02.1005,SEKELOA,PERTANIAN DAN PETERNAKAN,2,ORANG,2,2022
18365,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,COBLONG,32.73.02,COBLONG,32.73.02.1005,SEKELOA,NELAYAN,0,ORANG,2,2022
18366,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,COBLONG,32.73.02,COBLONG,32.73.02.1005,SEKELOA,AGAMA DAN KEPERCAYAAN,2,ORANG,2,2022
18367,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,COBLONG,32.73.02,COBLONG,32.73.02.1005,SEKELOA,PELAJAR DAN MAHASISWA,5817,ORANG,2,2022
18368,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,COBLONG,32.73.02,COBLONG,32.73.02.1005,SEKELOA,TENAGA KESEHATAN,93,ORANG,2,2022
18369,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,COBLONG,32.73.02,COBLONG,32.73.02.1005,SEKELOA,PENSIUNAN,526,ORANG,2,2022
18370,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230005,COBLONG,32.73.02,COBLONG,32.73.02.1005,SEKELOA,LAINNYA,12879,ORANG,2,2022
18371,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,BELUM BEKERJA,745,ORANG,2,2022
18372,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,APARATUR PEJABAT NEGARA,44,ORANG,2,2022
18373,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,TENAGA PENGAJAR,29,ORANG,2,2022
18374,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,WIRASWASTA,303,ORANG,2,2022
18375,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,PERTANIAN DAN PETERNAKAN,0,ORANG,2,2022
18376,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,NELAYAN,0,ORANG,2,2022
18377,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,AGAMA DAN KEPERCAYAAN,2,ORANG,2,2022
18378,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,PELAJAR DAN MAHASISWA,860,ORANG,2,2022
18379,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,TENAGA KESEHATAN,10,ORANG,2,2022
18380,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,PENSIUNAN,54,ORANG,2,2022
18381,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,3273230002,COBLONG,32.73.02,COBLONG,32.73.02.1006,LEBAK SILIWANGI,LAINNYA,1983,ORANG,2,2022
18382,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,BELUM BEKERJA,6788,ORANG,2,2022
18383,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,APARATUR PEJABAT NEGARA,241,ORANG,2,2022
18384,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,TENAGA PENGAJAR,137,ORANG,2,2022
18385,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,WIRASWASTA,1574,ORANG,2,2022
18386,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,PERTANIAN DAN PETERNAKAN,4,ORANG,2,2022
18387,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,NELAYAN,0,ORANG,2,2022
18388,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,AGAMA DAN KEPERCAYAAN,5,ORANG,2,2022
18389,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,PELAJAR DAN MAHASISWA,7243,ORANG,2,2022
18390,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,TENAGA KESEHATAN,47,ORANG,2,2022
18391,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,PENSIUNAN,113,ORANG,2,2022
18392,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020004,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1001,BABAKAN CIPARAY,LAINNYA,18029,ORANG,2,2022
18393,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,BELUM BEKERJA,6506,ORANG,2,2022
18394,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,APARATUR PEJABAT NEGARA,139,ORANG,2,2022
18395,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,TENAGA PENGAJAR,127,ORANG,2,2022
18396,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,WIRASWASTA,1297,ORANG,2,2022
18397,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,PERTANIAN DAN PETERNAKAN,1,ORANG,2,2022
18398,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,NELAYAN,0,ORANG,2,2022
18399,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,AGAMA DAN KEPERCAYAAN,14,ORANG,2,2022
18400,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,PELAJAR DAN MAHASISWA,6564,ORANG,2,2022
18401,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,TENAGA KESEHATAN,46,ORANG,2,2022
18402,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,PENSIUNAN,102,ORANG,2,2022
18403,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020005,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1002,BABAKAN,LAINNYA,16694,ORANG,2,2022
18404,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,BELUM BEKERJA,6226,ORANG,2,2022
18405,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,APARATUR PEJABAT NEGARA,130,ORANG,2,2022
18406,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,TENAGA PENGAJAR,133,ORANG,2,2022
18407,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,WIRASWASTA,1423,ORANG,2,2022
18408,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,PERTANIAN DAN PETERNAKAN,1,ORANG,2,2022
18409,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,NELAYAN,0,ORANG,2,2022
18410,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,AGAMA DAN KEPERCAYAAN,10,ORANG,2,2022
18411,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,PELAJAR DAN MAHASISWA,6500,ORANG,2,2022
18412,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,TENAGA KESEHATAN,42,ORANG,2,2022
18413,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,PENSIUNAN,82,ORANG,2,2022
18414,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020006,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1003,SUKAHAJI,LAINNYA,16877,ORANG,2,2022
18415,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,BELUM BEKERJA,4543,ORANG,2,2022
18416,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,APARATUR PEJABAT NEGARA,301,ORANG,2,2022
18417,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,TENAGA PENGAJAR,162,ORANG,2,2022
18418,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,WIRASWASTA,1258,ORANG,2,2022
18419,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,PERTANIAN DAN PETERNAKAN,1,ORANG,2,2022
18420,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,NELAYAN,0,ORANG,2,2022
18421,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,AGAMA DAN KEPERCAYAAN,7,ORANG,2,2022
18422,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,PELAJAR DAN MAHASISWA,5036,ORANG,2,2022
18423,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,TENAGA KESEHATAN,56,ORANG,2,2022
18424,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,PENSIUNAN,328,ORANG,2,2022
18425,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020003,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1004,MARGAHAYU UTARA,LAINNYA,11661,ORANG,2,2022
18426,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,BELUM BEKERJA,2573,ORANG,2,2022
18427,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,APARATUR PEJABAT NEGARA,71,ORANG,2,2022
18428,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,TENAGA PENGAJAR,43,ORANG,2,2022
18429,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,WIRASWASTA,625,ORANG,2,2022
18430,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,PERTANIAN DAN PETERNAKAN,1,ORANG,2,2022
18431,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,NELAYAN,0,ORANG,2,2022
18432,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,AGAMA DAN KEPERCAYAAN,3,ORANG,2,2022
18433,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,PELAJAR DAN MAHASISWA,2505,ORANG,2,2022
18434,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,TENAGA KESEHATAN,15,ORANG,2,2022
18435,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,PENSIUNAN,49,ORANG,2,2022
18436,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020001,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1005,MARGASUKA,LAINNYA,6638,ORANG,2,2022
18437,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,BELUM BEKERJA,2392,ORANG,2,2022
18438,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,APARATUR PEJABAT NEGARA,74,ORANG,2,2022
18439,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,TENAGA PENGAJAR,63,ORANG,2,2022
18440,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,WIRASWASTA,448,ORANG,2,2022
18441,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,PERTANIAN DAN PETERNAKAN,1,ORANG,2,2022
18442,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,NELAYAN,0,ORANG,2,2022
18443,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,AGAMA DAN KEPERCAYAAN,2,ORANG,2,2022
18444,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,PELAJAR DAN MAHASISWA,2264,ORANG,2,2022
18445,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,TENAGA KESEHATAN,39,ORANG,2,2022
18446,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,PENSIUNAN,85,ORANG,2,2022
18447,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,3273020002,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,32.73.03.1006,CIRANGRANG,LAINNYA,6479,ORANG,2,2022
18448,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,BELUM BEKERJA,6508,ORANG,2,2022
18449,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,APARATUR PEJABAT NEGARA,325,ORANG,2,2022
18450,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,TENAGA PENGAJAR,206,ORANG,2,2022
18451,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,WIRASWASTA,2238,ORANG,2,2022
18452,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,PERTANIAN DAN PETERNAKAN,8,ORANG,2,2022
18453,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,NELAYAN,0,ORANG,2,2022
18454,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,AGAMA DAN KEPERCAYAAN,5,ORANG,2,2022
18455,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,PELAJAR DAN MAHASISWA,6791,ORANG,2,2022
18456,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,TENAGA KESEHATAN,59,ORANG,2,2022
18457,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,PENSIUNAN,226,ORANG,2,2022
18458,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030001,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1001,KOPO,LAINNYA,15289,ORANG,2,2022
18459,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,3273030004,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,32.73.04.1002,BABAKAN TAROGONG,BELUM BEKERJA,5916,ORANG,2,2022
